Session;Instrument;Reference price;Last price;+Intraday high;+ Intraday low;Number of shares traded;Capitalisation
18/07/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
17/07/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
16/07/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
15/07/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
12/07/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
11/07/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
10/07/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
09/07/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
08/07/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
05/07/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
04/07/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
03/07/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
02/07/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
01/07/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
28/06/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
27/06/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
26/06/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
25/06/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
24/06/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
21/06/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
20/06/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
19/06/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
18/06/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
17/06/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
14/06/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
13/06/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
12/06/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
11/06/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
10/06/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
04/06/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
03/06/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
31/05/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
30/05/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
29/05/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
28/05/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
27/05/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
24/05/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
23/05/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
22/05/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
21/05/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
20/05/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
17/05/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
16/05/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
15/05/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
14/05/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
13/05/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
10/05/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
09/05/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
08/05/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
07/05/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
06/05/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
03/05/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
02/05/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
30/04/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
29/04/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
26/04/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
25/04/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
24/04/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
23/04/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
22/04/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
19/04/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
18/04/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
17/04/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
16/04/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
15/04/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
12/04/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
11/04/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
10/04/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
09/04/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
08/04/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
05/04/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
04/04/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
03/04/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
02/04/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
01/04/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
29/03/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
28/03/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
27/03/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
26/03/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
25/03/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
22/03/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
21/03/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
20/03/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
19/03/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
18/03/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
15/03/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
14/03/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
13/03/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
12/03/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
11/03/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
08/03/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
07/03/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
06/03/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
05/03/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
04/03/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
01/03/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
28/02/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
27/02/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
26/02/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
25/02/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
22/02/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
21/02/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
20/02/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
19/02/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
18/02/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
15/02/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
14/02/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
13/02/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
12/02/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
11/02/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
08/02/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
07/02/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
06/02/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
05/02/2019;ZELLIDJA S.A;0,00;158,80;-;-;0;90968421,20
04/02/2019;ZELLIDJA S.A;158,80;158,80;158,80;158,80;14;90968421,20
01/02/2019;ZELLIDJA S.A;0,00;149,90;-;-;0;85870065,10
31/01/2019;ZELLIDJA S.A;0,00;149,90;-;-;0;85870065,10
30/01/2019;ZELLIDJA S.A;0,00;149,90;-;-;0;85870065,10
29/01/2019;ZELLIDJA S.A;0,00;149,90;-;-;0;85870065,10
28/01/2019;ZELLIDJA S.A;0,00;149,90;-;-;0;85870065,10
25/01/2019;ZELLIDJA S.A;0,00;149,90;-;-;0;85870065,10
24/01/2019;ZELLIDJA S.A;0,00;149,90;-;-;0;85870065,10
23/01/2019;ZELLIDJA S.A;0,00;149,90;-;-;0;85870065,10
22/01/2019;ZELLIDJA S.A;0,00;149,90;-;-;0;85870065,10
21/01/2019;ZELLIDJA S.A;0,00;149,90;-;-;0;85870065,10
18/01/2019;ZELLIDJA S.A;0,00;149,90;-;-;0;85870065,10
17/01/2019;ZELLIDJA S.A;0,00;149,90;-;-;0;85870065,10
16/01/2019;ZELLIDJA S.A;0,00;149,90;-;-;0;85870065,10
15/01/2019;ZELLIDJA S.A;0,00;149,90;-;-;0;85870065,10
14/01/2019;ZELLIDJA S.A;0,00;149,90;-;-;0;85870065,10
10/01/2019;ZELLIDJA S.A;0,00;149,90;-;-;0;85870065,10
09/01/2019;ZELLIDJA S.A;0,00;149,90;-;-;0;85870065,10
08/01/2019;ZELLIDJA S.A;0,00;149,90;-;-;0;85870065,10
07/01/2019;ZELLIDJA S.A;0,00;149,90;-;-;0;85870065,10
04/01/2019;ZELLIDJA S.A;0,00;149,90;-;-;0;85870065,10
03/01/2019;ZELLIDJA S.A;0,00;149,90;-;-;0;85870065,10
02/01/2019;ZELLIDJA S.A;0,00;149,90;-;-;0;85870065,10
31/12/2018;ZELLIDJA S.A;0,00;149,90;-;-;0;85870065,10
28/12/2018;ZELLIDJA S.A;0,00;149,90;-;-;0;85870065,10
27/12/2018;ZELLIDJA S.A;0,00;149,90;-;-;0;85870065,10
26/12/2018;ZELLIDJA S.A;0,00;149,90;-;-;0;85870065,10
25/12/2018;ZELLIDJA S.A;0,00;149,90;-;-;0;85870065,10
24/12/2018;ZELLIDJA S.A;0,00;149,90;-;-;0;85870065,10
21/12/2018;ZELLIDJA S.A;0,00;149,90;-;-;0;85870065,10
20/12/2018;ZELLIDJA S.A;0,00;149,90;-;-;0;85870065,10
19/12/2018;ZELLIDJA S.A;0,00;149,90;-;-;0;85870065,10
18/12/2018;ZELLIDJA S.A;0,00;149,90;-;-;0;85870065,10
17/12/2018;ZELLIDJA S.A;0,00;149,90;-;-;0;85870065,10
14/12/2018;ZELLIDJA S.A;0,00;149,90;-;-;0;85870065,10
13/12/2018;ZELLIDJA S.A;0,00;149,90;-;-;0;85870065,10
12/12/2018;ZELLIDJA S.A;0,00;149,90;-;-;0;85870065,10
11/12/2018;ZELLIDJA S.A;0,00;149,90;-;-;0;85870065,10
10/12/2018;ZELLIDJA S.A;0,00;149,90;-;-;0;85870065,10
07/12/2018;ZELLIDJA S.A;0,00;149,90;-;-;0;85870065,10
06/12/2018;ZELLIDJA S.A;0,00;149,90;-;-;0;85870065,10
05/12/2018;ZELLIDJA S.A;0,00;149,90;-;-;0;85870065,10
04/12/2018;ZELLIDJA S.A;0,00;149,90;-;-;0;85870065,10
03/12/2018;ZELLIDJA S.A;0,00;149,90;-;-;0;85870065,10
30/11/2018;ZELLIDJA S.A;0,00;149,90;-;-;0;85870065,10
29/11/2018;ZELLIDJA S.A;0,00;149,90;-;-;0;85870065,10
28/11/2018;ZELLIDJA S.A;0,00;149,90;-;-;0;85870065,10
27/11/2018;ZELLIDJA S.A;0,00;149,90;-;-;0;85870065,10
26/11/2018;ZELLIDJA S.A;0,00;149,90;-;-;0;85870065,10
23/11/2018;ZELLIDJA S.A;0,00;149,90;-;-;0;85870065,10
22/11/2018;ZELLIDJA S.A;0,00;149,90;-;-;0;85870065,10
19/11/2018;ZELLIDJA S.A;0,00;149,90;-;-;0;85870065,10
16/11/2018;ZELLIDJA S.A;0,00;149,90;-;-;0;85870065,10
15/11/2018;ZELLIDJA S.A;0,00;149,90;-;-;0;85870065,10
14/11/2018;ZELLIDJA S.A;0,00;149,90;-;-;0;85870065,10
13/11/2018;ZELLIDJA S.A;0,00;149,90;-;-;0;85870065,10
12/11/2018;ZELLIDJA S.A;0,00;149,90;-;-;0;85870065,10
09/11/2018;ZELLIDJA S.A;0,00;149,90;-;-;0;85870065,10
08/11/2018;ZELLIDJA S.A;0,00;149,90;-;-;0;85870065,10
07/11/2018;ZELLIDJA S.A;149,90;149,90;149,90;149,90;2;85870065,10
05/11/2018;ZELLIDJA S.A;0,00;142,95;-;-;0;81888764,60
02/11/2018;ZELLIDJA S.A;0,00;142,95;-;-;0;81888764,60
01/11/2018;ZELLIDJA S.A;0,00;142,95;-;-;0;81888764,60
31/10/2018;ZELLIDJA S.A;0,00;142,95;-;-;0;81888764,60
30/10/2018;ZELLIDJA S.A;0,00;142,95;-;-;0;81888764,60
29/10/2018;ZELLIDJA S.A;0,00;142,95;-;-;0;81888764,60
26/10/2018;ZELLIDJA S.A;0,00;142,95;-;-;0;81888764,60
25/10/2018;ZELLIDJA S.A;0,00;142,95;-;-;0;81888764,60
24/10/2018;ZELLIDJA S.A;0,00;142,95;-;-;0;81888764,60
23/10/2018;ZELLIDJA S.A;0,00;142,95;-;-;0;81888764,60
22/10/2018;ZELLIDJA S.A;0,00;142,95;-;-;0;81888764,60
19/10/2018;ZELLIDJA S.A;0,00;142,95;-;-;0;81888764,60
18/10/2018;ZELLIDJA S.A;0,00;142,95;-;-;0;81888764,60
17/10/2018;ZELLIDJA S.A;0,00;142,95;-;-;0;81888764,60
16/10/2018;ZELLIDJA S.A;0,00;142,95;-;-;0;81888764,60
15/10/2018;ZELLIDJA S.A;142,95;142,95;142,95;142,95;11;81888764,60
12/10/2018;ZELLIDJA S.A;0,00;134,95;-;-;0;77305972,60
11/10/2018;ZELLIDJA S.A;134,95;134,95;134,95;134,95;8;77305972,60
10/10/2018;ZELLIDJA S.A;0,00;130,00;-;-;0;74470370,00
09/10/2018;ZELLIDJA S.A;0,00;130,00;-;-;0;74470370,00
08/10/2018;ZELLIDJA S.A;0,00;130,00;-;-;0;74470370,00
05/10/2018;ZELLIDJA S.A;0,00;130,00;-;-;0;74470370,00
04/10/2018;ZELLIDJA S.A;0,00;130,00;-;-;0;74470370,00
03/10/2018;ZELLIDJA S.A;0,00;130,00;-;-;0;74470370,00
02/10/2018;ZELLIDJA S.A;0,00;130,00;-;-;0;74470370,00
01/10/2018;ZELLIDJA S.A;0,00;130,00;-;-;0;74470370,00
28/09/2018;ZELLIDJA S.A;0,00;130,00;-;-;0;74470370,00
27/09/2018;ZELLIDJA S.A;0,00;130,00;-;-;0;74470370,00
26/09/2018;ZELLIDJA S.A;0,00;130,00;-;-;0;74470370,00
25/09/2018;ZELLIDJA S.A;0,00;130,00;-;-;0;74470370,00
24/09/2018;ZELLIDJA S.A;130,00;130,00;130,00;130,00;2;74470370,00
21/09/2018;ZELLIDJA S.A;0,00;126,85;-;-;0;72665895,70
20/09/2018;ZELLIDJA S.A;126,85;126,85;126,85;126,85;3;72665895,70
19/09/2018;ZELLIDJA S.A;0,00;134,90;-;-;0;77277330,10
18/09/2018;ZELLIDJA S.A;0,00;134,90;-;-;0;77277330,10
17/09/2018;ZELLIDJA S.A;134,90;134,90;134,90;134,90;19;77277330,10
14/09/2018;ZELLIDJA S.A;0,00;130,00;-;-;0;74470370,00
13/09/2018;ZELLIDJA S.A;0,00;130,00;-;-;0;74470370,00
12/09/2018;ZELLIDJA S.A;0,00;130,00;-;-;0;74470370,00
10/09/2018;ZELLIDJA S.A;0,00;130,00;-;-;0;74470370,00
07/09/2018;ZELLIDJA S.A;0,00;130,00;-;-;0;74470370,00
06/09/2018;ZELLIDJA S.A;0,00;130,00;-;-;0;74470370,00
05/09/2018;ZELLIDJA S.A;130,00;130,00;130,00;130,00;2;74470370,00
04/09/2018;ZELLIDJA S.A;124,70;124,70;124,70;124,70;2;71434270,30
03/09/2018;ZELLIDJA S.A;117,80;117,80;117,80;117,80;13;67481612,20
31/08/2018;ZELLIDJA S.A;111,20;111,20;111,20;111,20;11;63700808,80
30/08/2018;ZELLIDJA S.A;105,00;105,00;105,00;105,00;1;60149145,00
29/08/2018;ZELLIDJA S.A;102,80;102,80;102,80;102,80;2;58888877,20
28/08/2018;ZELLIDJA S.A;0,00;97,00;-;-;0;55566353,00
27/08/2018;ZELLIDJA S.A;0,00;97,00;-;-;0;55566353,00
24/08/2018;ZELLIDJA S.A;0,00;97,00;-;-;0;55566353,00
17/08/2018;ZELLIDJA S.A;0,00;97,00;-;-;0;55566353,00
16/08/2018;ZELLIDJA S.A;0,00;97,00;-;-;0;55566353,00
15/08/2018;ZELLIDJA S.A;0,00;97,00;-;-;0;55566353,00
13/08/2018;ZELLIDJA S.A;0,00;97,00;-;-;0;55566353,00
10/08/2018;ZELLIDJA S.A;0,00;97,00;-;-;0;55566353,00
09/08/2018;ZELLIDJA S.A;0,00;97,00;-;-;0;55566353,00
08/08/2018;ZELLIDJA S.A;0,00;97,00;-;-;0;55566353,00
07/08/2018;ZELLIDJA S.A;0,00;97,00;-;-;0;55566353,00
06/08/2018;ZELLIDJA S.A;97,00;97,00;97,00;97,00;30;55566353,00
03/08/2018;ZELLIDJA S.A;0,00;103,05;-;-;0;59032089,50
02/08/2018;ZELLIDJA S.A;103,05;103,05;103,05;103,05;2;59032089,50
01/08/2018;ZELLIDJA S.A;0,00;97,28;-;-;0;55726750,70
31/07/2018;ZELLIDJA S.A;97,28;97,28;97,28;97,28;100;55726750,70
27/07/2018;ZELLIDJA S.A;0,00;91,78;-;-;0;52576081,20
26/07/2018;ZELLIDJA S.A;0,00;91,78;-;-;0;52576081,20
25/07/2018;ZELLIDJA S.A;0,00;91,78;-;-;0;52576081,20
24/07/2018;ZELLIDJA S.A;91,78;91,78;91,78;91,78;2;52576081,20
23/07/2018;ZELLIDJA S.A;0,00;86,60;-;-;0;49608723,40
20/07/2018;ZELLIDJA S.A;0,00;86,60;-;-;0;49608723,40
19/07/2018;ZELLIDJA S.A;0,00;86,60;-;-;0;49608723,40
18/07/2018;ZELLIDJA S.A;0,00;86,60;-;-;0;49608723,40
17/07/2018;ZELLIDJA S.A;0,00;86,60;-;-;0;49608723,40
16/07/2018;ZELLIDJA S.A;0,00;86,60;-;-;0;49608723,40
13/07/2018;ZELLIDJA S.A;0,00;86,60;-;-;0;49608723,40
12/07/2018;ZELLIDJA S.A;0,00;86,60;-;-;0;49608723,40
11/07/2018;ZELLIDJA S.A;0,00;86,60;-;-;0;49608723,40
10/07/2018;ZELLIDJA S.A;0,00;86,60;-;-;0;49608723,40
09/07/2018;ZELLIDJA S.A;0,00;86,60;-;-;0;49608723,40
06/07/2018;ZELLIDJA S.A;0,00;86,60;-;-;0;49608723,40
05/07/2018;ZELLIDJA S.A;0,00;86,60;-;-;0;49608723,40
04/07/2018;ZELLIDJA S.A;0,00;86,60;-;-;0;49608723,40
03/07/2018;ZELLIDJA S.A;0,00;86,60;-;-;0;49608723,40
02/07/2018;ZELLIDJA S.A;0,00;86,60;-;-;0;49608723,40
29/06/2018;ZELLIDJA S.A;0,00;86,60;-;-;0;49608723,40
28/06/2018;ZELLIDJA S.A;0,00;86,60;-;-;0;49608723,40
27/06/2018;ZELLIDJA S.A;0,00;86,60;-;-;0;49608723,40
26/06/2018;ZELLIDJA S.A;0,00;86,60;-;-;0;49608723,40
25/06/2018;ZELLIDJA S.A;0,00;86,60;-;-;0;49608723,40
22/06/2018;ZELLIDJA S.A;86,60;86,60;86,60;86,60;37;49608723,40
21/06/2018;ZELLIDJA S.A;91,91;91,91;91,91;91,91;36;52650551,60
20/06/2018;ZELLIDJA S.A;0,00;97,77;-;-;0;56007446,70
19/06/2018;ZELLIDJA S.A;0,00;97,77;-;-;0;56007446,70
18/06/2018;ZELLIDJA S.A;0,00;97,77;-;-;0;56007446,70
14/06/2018;ZELLIDJA S.A;97,77;97,77;97,77;97,77;85;56007446,70
13/06/2018;ZELLIDJA S.A;0,00;104,00;-;-;0;59576296,00
12/06/2018;ZELLIDJA S.A;104,00;104,00;104,00;104,00;92;59576296,00
11/06/2018;ZELLIDJA S.A;110,60;110,60;110,60;110,60;68;63357099,40
08/06/2018;ZELLIDJA S.A;0,00;117,65;-;-;0;67395684,90
07/06/2018;ZELLIDJA S.A;0,00;117,65;-;-;0;67395684,90
06/06/2018;ZELLIDJA S.A;0,00;117,65;-;-;0;67395684,90
05/06/2018;ZELLIDJA S.A;0,00;117,65;-;-;0;67395684,90
04/06/2018;ZELLIDJA S.A;0,00;117,65;-;-;0;67395684,90
01/06/2018;ZELLIDJA S.A;0,00;117,65;-;-;0;67395684,90
31/05/2018;ZELLIDJA S.A;0,00;117,65;-;-;0;67395684,90
30/05/2018;ZELLIDJA S.A;0,00;117,65;-;-;0;67395684,90
29/05/2018;ZELLIDJA S.A;0,00;117,65;-;-;0;67395684,90
28/05/2018;ZELLIDJA S.A;0,00;117,65;-;-;0;67395684,90
25/05/2018;ZELLIDJA S.A;0,00;117,65;-;-;0;67395684,90
24/05/2018;ZELLIDJA S.A;0,00;117,65;-;-;0;67395684,90
23/05/2018;ZELLIDJA S.A;0,00;117,65;-;-;0;67395684,90
22/05/2018;ZELLIDJA S.A;0,00;117,65;-;-;0;67395684,90
21/05/2018;ZELLIDJA S.A;0,00;117,65;-;-;0;67395684,90
18/05/2018;ZELLIDJA S.A;0,00;117,65;-;-;0;67395684,90
17/05/2018;ZELLIDJA S.A;0,00;117,65;-;-;0;67395684,90
16/05/2018;ZELLIDJA S.A;0,00;117,65;-;-;0;67395684,90
15/05/2018;ZELLIDJA S.A;0,00;117,65;-;-;0;67395684,90
14/05/2018;ZELLIDJA S.A;0,00;117,65;-;-;0;67395684,90
11/05/2018;ZELLIDJA S.A;0,00;117,65;-;-;0;67395684,90
10/05/2018;ZELLIDJA S.A;117,65;117,65;117,65;117,65;1;67395684,90
09/05/2018;ZELLIDJA S.A;0,00;111,00;-;-;0;63586239,00
08/05/2018;ZELLIDJA S.A;0,00;111,00;-;-;0;63586239,00
07/05/2018;ZELLIDJA S.A;0,00;111,00;-;-;0;63586239,00
04/05/2018;ZELLIDJA S.A;111,00;111,00;111,00;111,00;2;63586239,00
03/05/2018;ZELLIDJA S.A;0,00;110,85;-;-;0;63500311,70
02/05/2018;ZELLIDJA S.A;110,85;110,85;110,85;110,85;20;63500311,70
30/04/2018;ZELLIDJA S.A;0,00;117,90;-;-;0;67538897,10
27/04/2018;ZELLIDJA S.A;0,00;117,90;-;-;0;67538897,10
26/04/2018;ZELLIDJA S.A;0,00;117,90;-;-;0;67538897,10
25/04/2018;ZELLIDJA S.A;117,90;117,90;117,90;117,90;2;67538897,10
24/04/2018;ZELLIDJA S.A;0,00;111,25;-;-;0;63729451,30
23/04/2018;ZELLIDJA S.A;0,00;111,25;-;-;0;63729451,30
20/04/2018;ZELLIDJA S.A;0,00;111,25;-;-;0;63729451,30
19/04/2018;ZELLIDJA S.A;111,25;111,25;111,25;111,25;159;63729451,30
18/04/2018;ZELLIDJA S.A;117,55;117,55;117,55;117,55;131;67338400,00
17/04/2018;ZELLIDJA S.A;125,05;125,05;125,05;125,05;58;71634767,50
16/04/2018;ZELLIDJA S.A;133,00;133,00;133,00;133,00;19;76188917,00
13/04/2018;ZELLIDJA S.A;141,45;141,45;141,45;141,45;18;81029491,10
12/04/2018;ZELLIDJA S.A;150,45;150,45;150,45;150,45;17;86185132,10
11/04/2018;ZELLIDJA S.A;0,00;160,00;-;-;0;91655840,00
10/04/2018;ZELLIDJA S.A;0,00;160,00;-;-;0;91655840,00
09/04/2018;ZELLIDJA S.A;0,00;160,00;-;-;0;91655840,00
06/04/2018;ZELLIDJA S.A;0,00;160,00;-;-;0;91655840,00
05/04/2018;ZELLIDJA S.A;0,00;160,00;-;-;0;91655840,00
04/04/2018;ZELLIDJA S.A;0,00;160,00;-;-;0;91655840,00
03/04/2018;ZELLIDJA S.A;0,00;160,00;-;-;0;91655840,00
02/04/2018;ZELLIDJA S.A;0,00;160,00;-;-;0;91655840,00
30/03/2018;ZELLIDJA S.A;0,00;160,00;-;-;0;91655840,00
29/03/2018;ZELLIDJA S.A;0,00;160,00;-;-;0;91655840,00
28/03/2018;ZELLIDJA S.A;0,00;160,00;-;-;0;91655840,00
27/03/2018;ZELLIDJA S.A;0,00;160,00;-;-;0;91655840,00
26/03/2018;ZELLIDJA S.A;0,00;160,00;-;-;0;91655840,00
23/03/2018;ZELLIDJA S.A;0,00;160,00;-;-;0;91655840,00
22/03/2018;ZELLIDJA S.A;0,00;160,00;-;-;0;91655840,00
21/03/2018;ZELLIDJA S.A;0,00;160,00;-;-;0;91655840,00
20/03/2018;ZELLIDJA S.A;0,00;160,00;-;-;0;91655840,00
19/03/2018;ZELLIDJA S.A;0,00;160,00;-;-;0;91655840,00
16/03/2018;ZELLIDJA S.A;0,00;160,00;-;-;0;91655840,00
15/03/2018;ZELLIDJA S.A;0,00;160,00;-;-;0;91655840,00
14/03/2018;ZELLIDJA S.A;0,00;160,00;-;-;0;91655840,00
13/03/2018;ZELLIDJA S.A;0,00;160,00;-;-;0;91655840,00
12/03/2018;ZELLIDJA S.A;0,00;160,00;-;-;0;91655840,00
09/03/2018;ZELLIDJA S.A;0,00;160,00;-;-;0;91655840,00
08/03/2018;ZELLIDJA S.A;0,00;160,00;-;-;0;91655840,00
07/03/2018;ZELLIDJA S.A;0,00;160,00;-;-;0;91655840,00
06/03/2018;ZELLIDJA S.A;0,00;160,00;-;-;0;91655840,00
05/03/2018;ZELLIDJA S.A;0,00;160,00;-;-;0;91655840,00
02/03/2018;ZELLIDJA S.A;0,00;160,00;-;-;0;91655840,00
01/03/2018;ZELLIDJA S.A;0,00;160,00;-;-;0;91655840,00
28/02/2018;ZELLIDJA S.A;0,00;160,00;-;-;0;91655840,00
27/02/2018;ZELLIDJA S.A;0,00;160,00;-;-;0;91655840,00
26/02/2018;ZELLIDJA S.A;0,00;160,00;-;-;0;91655840,00
23/02/2018;ZELLIDJA S.A;0,00;160,00;-;-;0;91655840,00
22/02/2018;ZELLIDJA S.A;0,00;160,00;-;-;0;91655840,00
21/02/2018;ZELLIDJA S.A;0,00;160,00;-;-;0;91655840,00
20/02/2018;ZELLIDJA S.A;160,00;160,00;160,00;160,00;1;91655840,00
19/02/2018;ZELLIDJA S.A;0,00;155,70;-;-;0;89192589,30
16/02/2018;ZELLIDJA S.A;0,00;155,70;-;-;0;89192589,30
15/02/2018;ZELLIDJA S.A;0,00;155,70;-;-;0;89192589,30
14/02/2018;ZELLIDJA S.A;0,00;155,70;-;-;0;89192589,30
